method,dataset_name,task_id,seed,fold,split_id,mode,config_hash,experiment_config_hash,workflow_run_id,workflow_run_attempt,workflow_name,workflow_ref,workflow_sha,runner_invocation_hash,run_config_hash,job_config_hash,timestamp,git_commit,status,error_message,sensitivity_type,posterior_samples,lambda_hyb,empirical_reference_coverage_95,mean_posterior_std,mean_ci_width,uncertainty_error_correlation,ci_width_error_correlation,mean_spearman_between_seeds,top_k_jaccard_between_seeds,attribution_distance_to_default,top_k_jaccard_to_default,sign_agreement_to_default,runtime_seconds,n_seeds,n_reference_seeds,n_common_features,sign_confidence_threshold,metric_direction,uncertainty_error_pearson,sign_agreement_at_confidence,median_ci_width,mean_abs_error_to_reference,top_k_jaccard_to_reference
bayesian_hyb_fpde,credit-g,31,0,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,e7f28576fc00,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.008857051273433954,0.03328388237625248,0.5301427815970385,0.5348492860920147,0.8143756977495737,0.6867724867724868,0.00014342949046797123,1.0,0.9836065573770492,1.307001387999975,10,9,61,0.8,higher_is_better,0.4730370455868167,0.7804878048780488,0.023134759136640523,0.002978015068702017,0.6666666666666666
bayesian_hyb_fpde,credit-g,31,1,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,84db26d3f4b2,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.00889058637301956,0.03340505334234969,0.5851401374933897,0.5841353781068217,0.8143756977495737,0.6867724867724868,0.00022988501178288853,1.0,0.9508196721311475,1.2997808529999304,10,9,61,0.8,higher_is_better,0.6048487116724158,0.8292682926829268,0.02217389471192091,0.0017811526612835117,0.6666666666666666
bayesian_hyb_fpde,credit-g,31,2,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,67638f477925,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.008652912127541145,0.032437376723999246,0.6277630883130618,0.6263352723426758,0.8143756977495737,0.6867724867724868,0.0002323458314860525,1.0,0.9836065573770492,1.308985509999843,10,9,61,0.8,higher_is_better,0.5796910480827319,0.8292682926829268,0.019707351834360884,0.0024288627632983633,0.6666666666666666
bayesian_hyb_fpde,credit-g,31,3,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,5d6eed5fcf70,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,0.9836065573770492,0.008856357139500401,0.03326806636118592,0.5973030142781597,0.5979904812268639,0.8143756977495737,0.6867724867724868,0.00018578067625981488,1.0,0.9508196721311475,1.2936322169995833,10,9,61,0.8,higher_is_better,0.4593155659071651,0.8292682926829268,0.020926136912062736,0.0017012192228209682,1.0
bayesian_hyb_fpde,credit-g,31,4,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,bcf0aa7cf301,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.008778727540258907,0.03298545825310777,0.7085140137493388,0.705711263881544,0.8143756977495737,0.6867724867724868,0.0002056316176316372,1.0,0.9836065573770492,1.3073874119999687,10,9,61,0.8,higher_is_better,0.5033290280507537,0.9047619047619048,0.02043172697690373,0.0018609176894180792,0.6666666666666666
bayesian_hyb_fpde,credit-g,31,5,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,1554392ec520,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.008689800923261555,0.032638850128695926,0.5928080380750925,0.5934955050237969,0.8143756977495737,0.6867724867724868,0.0002252595092269481,1.0,0.9508196721311475,1.3242242940000892,10,9,61,0.8,higher_is_better,0.649468181711498,0.7857142857142857,0.020563443111069137,0.0021020489486417195,1.0
bayesian_hyb_fpde,credit-g,31,6,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,2141c66330ac,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.008846084864668981,0.033286147710680496,0.5934955050237969,0.5911686938127974,0.8143756977495737,0.6867724867724868,0.00023329984551341676,1.0,0.9672131147540983,1.3034479810000903,10,9,61,0.8,higher_is_better,0.548476685397674,0.8095238095238095,0.020185547149972317,0.0016576994879965088,0.6666666666666666
bayesian_hyb_fpde,credit-g,31,7,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,e7d7cf806ad4,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.008765455811294526,0.032893687723871363,0.5808038075092543,0.5808038075092543,0.8143756977495737,0.6867724867724868,0.00026383665267885664,1.0,0.9344262295081968,1.3012061749996064,10,9,61,0.8,higher_is_better,0.48845881214727355,0.8333333333333334,0.019736221277425584,0.0015426472549678193,0.6666666666666666
bayesian_hyb_fpde,credit-g,31,8,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,222e31e217fe,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,0.9836065573770492,0.00883891557840358,0.03315744403796803,0.6796932839767319,0.6780539397144366,0.8143756977495737,0.6867724867724868,0.00022458026480104022,1.0,0.9344262295081968,1.3013574919996245,10,9,61,0.8,higher_is_better,0.4235066225450259,0.9024390243902439,0.02163822707918856,0.0021560764905124204,0.6666666666666666
bayesian_hyb_fpde,credit-g,31,9,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,6fb29e88a27c,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,0.9836065573770492,0.00882211464422889,0.033145779696668556,0.7346906398730828,0.7345848757271284,0.8143756977495737,0.6867724867724868,0.00026366069225719165,1.0,0.9508196721311475,1.303714512999818,10,9,61,0.8,higher_is_better,0.5485368350024228,0.7560975609756098,0.02145515624247746,0.0023227472658601633,1.0
bayesian_hyb_fpde,diabetes,37,0,openml_repeat0_fold0_sample0,leave_one_seed_reference,sensitivity_full,a92ccbb8368a,a92ccbb8368a,27142497585,1,IEEE Access Bayesian-FPDE sensitivity,refs/heads/main,1c24109f3ec412843703174550922b2f8e7ab72a,e02215727237,e02215727237,9c0cc0922a99,2026-06-08T14:08:42+00:00,1c24109f3ec412843703174550922b2f8e7ab72a,ok,,full_grid,100,0.5,1.0,0.03764257576646936,0.14190094131948394,-0.1666666666666667,-0.1666666666666667,0.965079365079365,1.0,0.0007649964732992294,1.0,1.0,0.714375342000011,10,9,8,0.8,higher_is_better,-0.24208889995567223,1.0,0.142798377315413,0.007105608193326229,1.0
