method,dataset_name,task_id,seed,fold,split_id,mode,config_hash,experiment_config_hash,workflow_run_id,workflow_run_attempt,workflow_name,workflow_ref,workflow_sha,runner_invocation_hash,run_config_hash,job_config_hash,timestamp,git_commit,status,error_message,feature,feature_index,attribution,abs_attribution,ci_width,posterior_std,rank_probability_top_k,n_explained_instances
hyb_fpde,banknote-authentication,10093,8,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V4,3,0.0028872924824675946,0.030240413188092185,,,,50
hyb_fpde,banknote-authentication,10093,9,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V1,0,0.7018658241555652,0.7649635113153969,,,,50
hyb_fpde,banknote-authentication,10093,9,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V2,1,0.2530624554190335,0.4928649118476223,,,,50
hyb_fpde,banknote-authentication,10093,9,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V3,2,0.03099686258136721,0.1538451495933125,,,,50
hyb_fpde,banknote-authentication,10093,9,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V4,3,0.004187489305187463,0.026611620670344588,,,,50
lime,banknote-authentication,10093,0,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V1,0,0.007083235140458768,0.3340955596837659,,,,50
lime,banknote-authentication,10093,0,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V2,1,0.0036383672282394096,0.1539294069632528,,,,50
lime,banknote-authentication,10093,0,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V3,2,0.0038306945030080657,0.15643422673057863,,,,50
lime,banknote-authentication,10093,0,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V4,3,-0.0012629223065167062,0.007643855492809004,,,,50
lime,banknote-authentication,10093,1,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V1,0,-0.03326196780614982,0.3336808970286346,,,,50
lime,banknote-authentication,10093,1,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V2,1,-0.009696816319595115,0.14456134531331932,,,,50
lime,banknote-authentication,10093,1,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V3,2,-0.018919931727565672,0.16567421901920729,,,,50
lime,banknote-authentication,10093,1,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V4,3,0.0003949560000911064,0.010678942965780591,,,,50
lime,banknote-authentication,10093,2,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V1,0,0.04417375378964831,0.327204744343741,,,,50
lime,banknote-authentication,10093,2,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V2,1,0.026016784069013782,0.1447005701698196,,,,50
lime,banknote-authentication,10093,2,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V3,2,0.019778369825938346,0.15634720222954016,,,,50
lime,banknote-authentication,10093,2,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V4,3,-0.0019729008686277206,0.010914998323487054,,,,50
lime,banknote-authentication,10093,3,openml_repeat0_fold0_sample0,,,,,,,,,,,,,,,,,num__V1,0,0.042126872505183606,0.33176589287162633,,,,50
